44d502d471cfdb99c59bdfb0f220e5a8,/snap/spotify/43/usr/share/spotify/spotify
3cf05a4527fe8c00f228443524e3d76e,/usr/lib/firefox/firefox
3cf05a4527fe8c00f228443524e3d76e,/usr/lib/firefox/firefox (deleted)
df208241e7f3897d4ca38cfe68eabb21,/usr/lib/firefox/firefox
df208241e7f3897d4ca38cfe68eabb21,/usr/lib/firefox/firefox (deleted)
3880aa2677347a5e7279fb61a97a3492,/home/jenny/.local/share/Steam/ubuntu12_32/steam
d3e1de2ca313c6c0a639f69cc3e924a4,/snap/snapd/10707/usr/lib/snapd/snapd
d3e1de2ca313c6c0a639f69cc3e924a4,/usr/lib/snapd/snapd
aa7744226c695c0b2e440419848cf700,/usr/lib/firefox/firefox
aa7744226c695c0b2e440419848cf700,/usr/lib/firefox/firefox (deleted)
029f230ecf557eb57747b5debc47512c,/usr/lib/firefox/firefox
029f230ecf557eb57747b5debc47512c,/usr/lib/firefox/firefox (deleted)
a75de44db3e351bbd8d38b64c41f444e,/usr/lib/firefox/firefox
a75de44db3e351bbd8d38b64c41f444e,/usr/lib/firefox/firefox (deleted)
a72f351cf3c3cd1edb345f7dc071d813,/usr/lib/firefox/firefox
a72f351cf3c3cd1edb345f7dc071d813,/usr/lib/firefox/firefox (deleted)
554719594ba90b02ae410c297c6e50ad,/home/jenny/.local/share/Steam/ubuntu12_64/steamwebhelper
66918128f1b9b03303d77c6f2eefd128,/home/jenny/.local/share/Steam/ubuntu12_64/steamwebhelper
66918128f1b9b03303d77c6f2eefd128,/usr/share/skypeforlinux/skypeforlinux
9bac8ff559b4b1dd088151a7dddbf787,/usr/lib/apt/methods/http
af99c5134dc32b4f2e289e01ac7fe8b1,/usr/lib/firefox/firefox
af99c5134dc32b4f2e289e01ac7fe8b1,/usr/lib/firefox/firefox (deleted)
07dd25d98c14394fe61ccaf6c9ca5dc3,/usr/sbin/forcepoint-client
f14ec85ee5580a29f6523e24e5d3d527,/usr/lib/firefox/firefox
da12c94da8021bbaf502907ad086e7bc,/usr/bin/python3.6
39cf5b7a13a764494de562add874f016,/home/jenny/.local/share/Steam/ubuntu12_32/steam
39cf5b7a13a764494de562add874f016,/home/jenny/.steam/ubuntu12_32/steam
9c1793a7745dbbeb227c11a990f684b9,/usr/lib/firefox/firefox
9c1793a7745dbbeb227c11a990f684b9,/usr/lib/firefox/firefox (deleted)
af0b643ba6479160d5fdb42c09c32b9a,/snap/spotify/43/usr/share/spotify/spotify
57fbe0aefee44901190849b0e877a5e1,/usr/bin/kdeinit5
57fbe0aefee44901190849b0e877a5e1,/usr/bin/plasma-discover
b32309a26951912be7dba376398abc3b,/snap/spotify/43/usr/share/spotify/spotify
4f075a6657a27221bbd246c6d3b0f61b,/usr/lib/thunderbird/thunderbird
b20b44b18b853ef29ab773e921b03422,/usr/lib/thunderbird/thunderbird
839bbe3ed07fed922ded5aaf714d6842,/usr/lib/thunderbird/thunderbird
4fb309c2ce783fd4a5b7e2e8d84ada66,/usr/sbin/openconnect
265ddfbd7bcf73bb0d912d980ec5c7ef,/opt/zoom/zoom
862895943347e902d5464f6ed69a202f,/opt/zoom/zoom
40adfd923eb82b89d8836ba37a19bca1,/usr/bin/wget
48d7add7fc9c54f66ec4ab9165f46e4b,/opt/zoom/zoom
c50d3f7a28fdbb5ed254ce01876abd6e,/snap/spotify/43/usr/share/spotify/spotify
7f805430de1e7d98b1de033adb58cf46,/snap/spotify/43/usr/share/spotify/spotify
dda262729e5413660ec0e6a8d4279860,/usr/share/skypeforlinux/skypeforlinux
20dff5d81f228563c0318b235baafae9,/usr/share/skypeforlinux/skypeforlinux
